case_id,system_type,mode,question,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness,answer_similarity,ragas_score,ragas_missing_metrics
VZ-QA-048,mixed,hybrid,What construction or foundation detail is stated for National Theatre of Bitola?,1.0,0.0,0.0,0.0,0.11258375047015831,0.45020240751945095,0.2604643596649349,
VZ-QA-049,naive,naive,"What construction or foundation detail is stated for Ascention of Jesus Church, Pijanec?",1.0,0.8097679274284312,0.0,0.0,0.1001691509815898,0.4006766039263592,0.3851022803893967,
VZ-QA-049,graph,mix,"What construction or foundation detail is stated for Ascention of Jesus Church, Pijanec?",1.0,0.7294593913924357,0.0,0.0,0.10641570180323388,0.42565202756285403,0.3769211867930873,
VZ-QA-049,mixed,hybrid,"What construction or foundation detail is stated for Ascention of Jesus Church, Pijanec?",1.0,0.8025896073706053,0.0,0.0,0.10486242922067494,0.4193955176092582,0.3878079257000897,
VZ-QA-050,naive,naive,What construction or foundation detail is stated for Church of St. Panteleimon?,1.0,0.6589203721936107,0.249999999975,1.0,0.20587559506888053,0.4485023802755221,0.5938830579188356,
VZ-QA-050,graph,mix,What construction or foundation detail is stated for Church of St. Panteleimon?,0.6666666666666666,0.6497292637406449,0.32499999998375,1.0,0.3447536140596644,0.4559804435782029,0.5736883313381548,
VZ-QA-050,mixed,hybrid,What construction or foundation detail is stated for Church of St. Panteleimon?,1.0,0.6736498948293268,0.36666666664833336,1.0,0.42469443355794834,0.5741105943106519,0.67318693155771,
VZ-QA-051,naive,naive,What construction or foundation detail is stated for Mustafa Paşa Mosque?,1.0,0.7033218708454739,0.9999999999,1.0,0.07983767270833064,0.3195480234852888,0.683784594489849,
VZ-QA-051,graph,mix,What construction or foundation detail is stated for Mustafa Paşa Mosque?,0.14285714285714285,0.7018582348762216,0.9999999999,1.0,0.4349070907130419,0.4062950295188342,0.6143195829775401,
VZ-QA-051,mixed,hybrid,What construction or foundation detail is stated for Mustafa Paşa Mosque?,0.75,0.6865717092638294,0.7499999999625,1.0,0.2721929819265352,0.422105261039474,0.646811658698723,
VZ-QA-052,naive,naive,What publication or book detail is stated for Под Вавилон – задачата на преведувачот?,1.0,0.834106668372781,0.999999999975,1.0,0.48396949209411394,0.7354684651943614,0.8422574376060427,
VZ-QA-052,graph,mix,What publication or book detail is stated for Под Вавилон – задачата на преведувачот?,1.0,0.8305911074456613,0.999999999975,1.0,0.4584690964580441,0.7429354246162689,0.8386659380824956,
VZ-QA-052,mixed,hybrid,What publication or book detail is stated for Под Вавилон – задачата на преведувачот?,1.0,0.8343936720029487,0.999999999975,1.0,0.3141751579850537,0.7567358254408463,0.8175507759006414,
VZ-QA-053,naive,naive,What publication or book detail is stated for Сиромавиот и чучурлигата?,0.9090909090909091,0.8770308062924891,0.9999999999666667,1.0,0.38968994673810864,0.7016169298095773,0.8129047653162919,
VZ-QA-053,graph,mix,What publication or book detail is stated for Сиромавиот и чучурлигата?,1.0,0.8290725724163227,0.94999999997625,1.0,0.42175776222740513,0.7641315926837904,0.8274936545506281,
VZ-QA-053,mixed,hybrid,What publication or book detail is stated for Сиромавиот и чучурлигата?,1.0,0.8233960436235442,0.9999999999666667,1.0,0.48481062755344123,0.7392238900275572,0.8412384268618682,
VZ-QA-054,naive,naive,What publication or book detail is stated for Волшебното котле и други бајки?,1.0,0.5434779560632461,0.8333333332916666,1.0,0.3362800458006376,0.5951585481503578,0.7180416472176513,
VZ-QA-054,graph,mix,What publication or book detail is stated for Волшебното котле и други бајки?,1.0,0.8427821012027223,0.8333333332916666,1.0,0.2926642496402616,0.5039569676740073,0.7454561086347763,
VZ-QA-054,mixed,hybrid,What publication or book detail is stated for Волшебното котле и други бајки?,1.0,0.8396322217858357,0.8333333332916666,1.0,0.3219388266641117,0.4306124495135898,0.7375861385425341,
VZ-QA-055,naive,naive,What publication or book detail is stated for Должници?,1.0,0.7907659112282538,0.9999999999666667,1.0,0.42129850994273527,0.685150622367106,0.8162025072507936,
VZ-QA-055,graph,mix,What publication or book detail is stated for Должници?,0.875,0.8484517064148666,0.9999999999666667,1.0,0.4492042417498211,0.7058867380369327,0.8130904476947145,
VZ-QA-055,mixed,hybrid,What publication or book detail is stated for Должници?,1.0,0.6950073763870375,0.9999999999666667,1.0,0.5463830410021129,0.6855321640084515,0.8211537635607113,
VZ-QA-056,naive,naive,What publication or book detail is stated for Раскази и споредбени коментари?,1.0,0.8272090908772545,0.9999999999666667,1.0,0.6140837929135576,0.7420485192229774,0.8638902338300759,
VZ-QA-056,graph,mix,What publication or book detail is stated for Раскази и споредбени коментари?,1.0,0.8279977813314826,0.9999999999666667,1.0,0.4813191999506511,0.7252767998026041,0.8390989635085674,
VZ-QA-056,mixed,hybrid,What publication or book detail is stated for Раскази и споредбени коментари?,1.0,0.8272456290137796,0.9999999999666667,1.0,0.5184125547011457,0.7402905419296962,0.8476581209352148,
VZ-QA-057,naive,naive,What publication or book detail is stated for Страјк?,1.0,0.0,0.19999999998,1.0,0.04520598842039199,0.18084714313526085,0.4043421885892755,
VZ-QA-057,graph,mix,What publication or book detail is stated for Страјк?,1.0,0.0,0.0,0.0,0.04187412289928387,0.1675124542225268,0.20156442952030176,
VZ-QA-057,mixed,hybrid,What publication or book detail is stated for Страјк?,0.5714285714285714,0.0,0.0,0.0,0.040349770030132806,0.16142327813199667,0.12886693659845014,
VZ-QA-058,naive,naive,What publication or book detail is stated for Xsoundbeatz?,1.0,0.0,0.3333333333,1.0,0.043446598546193926,0.17339780279377576,0.4250296224399949,
VZ-QA-058,graph,mix,What publication or book detail is stated for Xsoundbeatz?,0.75,0.0,0.3333333333,1.0,0.039815064416788906,0.1592427639969551,0.38039852695229054,
VZ-QA-058,mixed,hybrid,What publication or book detail is stated for Xsoundbeatz?,1.0,0.0,0.3333333333,1.0,0.04286815926327828,0.17187586640871533,0.4246795598286656,
VZ-QA-059,naive,naive,"What career, award, or achievement detail is stated for Ljubiša Georgievski?",1.0,0.7374274620559103,0.7499999999625,1.0,0.8372238613932614,0.6592402731592528,0.8306485994284875,
VZ-QA-059,graph,mix,"What career, award, or achievement detail is stated for Ljubiša Georgievski?",1.0,0.7482535184089764,0.7499999999625,1.0,0.5543244984844515,0.6521334299774217,0.7841185744722249,
VZ-QA-059,mixed,hybrid,"What career, award, or achievement detail is stated for Ljubiša Georgievski?",1.0,0.7834495728669957,0.7499999999625,1.0,0.45800115135583164,0.6319887292539501,0.7705732422398796,
VZ-QA-060,naive,naive,"What career, award, or achievement detail is stated for Jasin Ferati?",0.9047619047619048,0.7227009198040456,0.36666666664833336,1.0,0.225479500586859,0.6410232217200862,0.6434387022535382,
VZ-QA-060,graph,mix,"What career, award, or achievement detail is stated for Jasin Ferati?",0.92,0.7470170548352973,0.36666666664833336,1.0,0.21659029475661878,0.6165267329568431,0.6444667915328488,
VZ-QA-060,mixed,hybrid,"What career, award, or achievement detail is stated for Jasin Ferati?",0.9333333333333333,0.7062700304211531,0.36666666664833336,1.0,0.6600793913709884,0.6409056524885417,0.7178758457103916,
VZ-QA-061,naive,naive,"What career, award, or achievement detail is stated for Puleksenija Jovanoska?",1.0,0.0,0.0,0.0,0.6181780314394485,0.29111227887954416,0.3182150517198321,
VZ-QA-061,graph,mix,"What career, award, or achievement detail is stated for Puleksenija Jovanoska?",0.42857142857142855,0.7103616016169244,0.0,0.0,0.4937890527073756,0.33879257446586614,0.32858577622693247,
VZ-QA-061,mixed,hybrid,"What career, award, or achievement detail is stated for Puleksenija Jovanoska?",1.0,0.7108344966076644,0.249999999975,1.0,0.6652718310452602,0.353634618597635,0.6632901577042599,
VZ-QA-062,naive,naive,"What career, award, or achievement detail is stated for Žarko Bašeski?",1.0,0.7915058041995212,0.7499999999625,1.0,0.399295240520825,0.5383574326715352,0.746526412892397,
VZ-QA-062,graph,mix,"What career, award, or achievement detail is stated for Žarko Bašeski?",1.0,0.7934098490710685,0.7499999999625,1.0,0.4799889432032901,0.5866224394798268,0.7683368719527809,
VZ-QA-062,mixed,hybrid,"What career, award, or achievement detail is stated for Žarko Bašeski?",1.0,0.7822024590055211,0.7499999999625,1.0,0.5550856227168719,0.5537022382443824,0.7734983866548791,
VZ-QA-063,naive,naive,"What career, award, or achievement detail is stated for Страјк?",1.0,0.723523040926558,0.7555555555303703,1.0,0.27061613165145504,0.5371505151733054,0.7144742072136148,
VZ-QA-063,graph,mix,"What career, award, or achievement detail is stated for Страјк?",0.9444444444444444,0.6125621434568718,0.8333333332916666,1.0,0.2815918091652202,0.5561199498759515,0.7046752800390257,
VZ-QA-063,mixed,hybrid,"What career, award, or achievement detail is stated for Страјк?",0.7142857142857143,0.6820098611032774,0.9999999999,0.0,0.5828077002368268,0.4559144725784793,0.5725029580173829,
VZ-QA-064,naive,naive,"What career, award, or achievement detail is stated for Angel Gavrovski?",0.95,0.7120899244012667,0.3333333333,1.0,0.42882910813810055,0.3307375669414261,0.6258316554634655,
VZ-QA-064,graph,mix,"What career, award, or achievement detail is stated for Angel Gavrovski?",0.875,0.719771032336184,0.3333333333,1.0,0.25663378672473913,0.3206527939577801,0.5842318243864505,
VZ-QA-064,mixed,hybrid,"What career, award, or achievement detail is stated for Angel Gavrovski?",0.782608695652174,0.702787876654105,0.3333333333,1.0,0.3051221934392604,0.29741185068011855,0.5702106582876098,
VZ-QA-065,naive,naive,"What career, award, or achievement detail is stated for Xsoundbeatz?",1.0,0.6869376714905647,0.3333333333,1.0,0.34099741992366417,0.5068468225517995,0.6446858745443381,
VZ-QA-065,graph,mix,"What career, award, or achievement detail is stated for Xsoundbeatz?",1.0,0.7394402900258236,0.3333333333,1.0,0.8743058641710869,0.49702828611543626,0.7406846289353911,
VZ-QA-065,mixed,hybrid,"What career, award, or achievement detail is stated for Xsoundbeatz?",1.0,0.7492867909892579,0.3333333333,1.0,0.2934680606602499,0.5071748276598306,0.6472105021015564,
VZ-QA-066,naive,naive,Summarize Ishak Bey Mosque using both its corpus description and one detailed supporting fact.,0.7142857142857143,0.6112009444979338,0.9166666666361111,0.3333333333333333,0.6499221567730983,0.7536893715014822,0.6631830311712789,
VZ-QA-066,graph,mix,Summarize Ishak Bey Mosque using both its corpus description and one detailed supporting fact.,0.7333333333333333,0.5984123226436158,0.8666666666377778,0.3333333333333333,0.5076711594437044,0.7675267430379755,0.6344905930716234,
VZ-QA-066,mixed,hybrid,Summarize Ishak Bey Mosque using both its corpus description and one detailed supporting fact.,0.375,0.5939269396568204,0.9166666666361111,0.3333333333333333,0.533179534188723,0.7481027521395074,0.5833682043257492,
VZ-QA-067,naive,naive,Summarize Šarena Mosque using both its corpus description and one detailed supporting fact.,0.75,0.62179228335245,0.8333333332916666,0.5,0.45320284207879735,0.8128113683151893,0.661856637839684,
VZ-QA-067,graph,mix,Summarize Šarena Mosque using both its corpus description and one detailed supporting fact.,0.8571428571428571,0.5835369670402607,0.8333333332916666,0.5,0.36480615644762704,0.7925284078293546,0.655224620291961,
VZ-QA-067,mixed,hybrid,Summarize Šarena Mosque using both its corpus description and one detailed supporting fact.,1.0,0.5895496557404853,0.8333333332916666,0.5,0.5783028687682747,0.8131292907937736,0.7190525247657001,
VZ-QA-068,naive,naive,Summarize Ljubiša Georgievski using both its corpus description and one detailed supporting fact.,1.0,0.6487741109085509,0.99999999995,1.0,0.4990621077860353,0.8534641261895846,0.8335500574723618,
VZ-QA-068,graph,mix,Summarize Ljubiša Georgievski using both its corpus description and one detailed supporting fact.,1.0,0.6488171868461511,0.9166666666361111,1.0,0.49290155571787175,0.860495111760376,0.819813420160085,
VZ-QA-068,mixed,hybrid,Summarize Ljubiša Georgievski using both its corpus description and one detailed supporting fact.,0.8823529411764706,0.6488171868461511,0.9166666666361111,1.0,0.620066731671262,0.8439032903214116,0.8186344694419011,
VZ-QA-069,naive,naive,Summarize Jasin Ferati using both its corpus description and one detailed supporting fact.,1.0,0.5646131119284789,0.5888888888692593,1.0,0.9674449666096159,0.8697798664384636,0.8317878056409697,
VZ-QA-069,graph,mix,Summarize Jasin Ferati using both its corpus description and one detailed supporting fact.,1.0,0.5642778912061535,0.94999999997625,1.0,0.29667885756618656,0.8533994240521078,0.777392695466783,
VZ-QA-069,mixed,hybrid,Summarize Jasin Ferati using both its corpus description and one detailed supporting fact.,0.9333333333333333,0.5645186917786563,0.5888888888692593,1.0,0.29259440555971106,0.837044288905511,0.7027299347410785,
VZ-QA-070,naive,naive,Summarize Puleksenija Jovanoska using both its corpus description and one detailed supporting fact.,0.7142857142857143,0.5721768202167608,0.99999999995,0.5,0.3128899374137591,0.7061052042004909,0.6342429460111209,
VZ-QA-070,graph,mix,Summarize Puleksenija Jovanoska using both its corpus description and one detailed supporting fact.,0.5,0.49137618460509785,0.99999999995,0.5,0.5881639430792212,0.7159070839625146,0.6325745352661389,
VZ-QA-070,mixed,hybrid,Summarize Puleksenija Jovanoska using both its corpus description and one detailed supporting fact.,0.375,0.49137618460509785,0.99999999995,0.5,0.5537716193542428,0.7151314384283873,0.6058798737229547,
VZ-QA-071,naive,naive,Summarize Žarko Bašeski using both its corpus description and one detailed supporting fact.,0.6666666666666666,0.6636133500038347,0.99999999995,0.5,0.7161441949179206,0.8645908397957212,0.7351691752223571,
VZ-QA-071,graph,mix,Summarize Žarko Bašeski using both its corpus description and one detailed supporting fact.,0.9411764705882353,0.641062937375764,0.9166666666361111,1.0,0.6384446169664518,0.8735124733737243,0.835143860823381,
VZ-QA-071,mixed,hybrid,Summarize Žarko Bašeski using both its corpus description and one detailed supporting fact.,0.9230769230769231,0.6374456494500006,0.9166666666361111,1.0,0.5498766911113617,0.8661678843628364,0.8155389691062055,
VZ-QA-072,naive,naive,Summarize Cinematheque of Macedonia using both its corpus description and one detailed supporting fact.,0.9,0.7042576170984205,0.99999999995,1.0,0.3490644451238796,0.8507940110443035,0.8006860122027674,
VZ-QA-072,graph,mix,Summarize Cinematheque of Macedonia using both its corpus description and one detailed supporting fact.,0.625,0.7150167937677718,0.5833333333041666,1.0,0.3189921218741293,0.8144427125580543,0.6761308269173537,
VZ-QA-072,mixed,hybrid,Summarize Cinematheque of Macedonia using both its corpus description and one detailed supporting fact.,1.0,0.7256967819086316,0.4499999999775,1.0,0.20443757966397716,0.8176984103749961,0.6996387953208508,
VZ-QA-073,naive,naive,Summarize Stiv Naumov Memorial House using both its corpus description and one detailed supporting fact.,1.0,0.7292895504476292,0.6999999999766667,1.0,0.41262580808252486,0.8680398119412269,0.7849925284080079,
VZ-QA-073,graph,mix,Summarize Stiv Naumov Memorial House using both its corpus description and one detailed supporting fact.,0.9411764705882353,0.729400750755061,0.6999999999766667,1.0,0.42317355903435183,0.8750335544454375,0.7781307224666255,
VZ-QA-073,mixed,hybrid,Summarize Stiv Naumov Memorial House using both its corpus description and one detailed supporting fact.,0.9166666666666666,0.7220915141128517,0.7499999999625,1.0,0.5201431205518614,0.8805724822074454,0.7982456305835542,
VZ-QA-074,naive,naive,Summarize Волшебното котле и други бајки using both its corpus description and one detailed supporting fact.,0.7272727272727273,0.6574559757440402,0.9999999999666667,1.0,0.4226379311607247,0.7673619866946114,0.762454770139795,
VZ-QA-074,graph,mix,Summarize Волшебното котле и други бајки using both its corpus description and one detailed supporting fact.,0.46153846153846156,0.609038867313003,0.9999999999666667,1.0,0.2888564421930245,0.7554257687720978,0.6858099232972089,
VZ-QA-074,mixed,hybrid,Summarize Волшебното котле и други бајки using both its corpus description and one detailed supporting fact.,0.8,0.6560390167715704,0.9999999999666667,1.0,0.44553062668663157,0.7841224768247954,0.7809486867082773,
VZ-QA-075,naive,naive,Summarize Страјк using both its corpus description and one detailed supporting fact.,0.7142857142857143,0.3724842774684179,0.99999999995,0.5,0.8009317202838847,0.7325501761711863,0.686708648026534,
VZ-QA-075,graph,mix,Summarize Страјк using both its corpus description and one detailed supporting fact.,0.8461538461538461,0.3261937104646897,0.9999999999666667,1.0,0.613413448805358,0.7874602026304651,0.7622035346701711,
VZ-QA-075,mixed,hybrid,Summarize Страјк using both its corpus description and one detailed supporting fact.,0.8181818181818182,0.4224838058266642,0.99999999995,0.5,0.6814532372615912,0.7274357095260175,0.6915924284576819,
VZ-QA-076,naive,naive,Summarize Синагога Арагон (Битола) using both its corpus description and one detailed supporting fact.,0.8,0.544578242785914,0.9999999999,1.0,0.6843486997784041,0.7374224464279553,0.794391564815379,
VZ-QA-076,graph,mix,Summarize Синагога Арагон (Битола) using both its corpus description and one detailed supporting fact.,0.8181818181818182,0.5296036111571162,0.99999999995,1.0,0.3102918617943504,0.7411674471774017,0.733207456376781,
VZ-QA-076,mixed,hybrid,Summarize Синагога Арагон (Битола) using both its corpus description and one detailed supporting fact.,0.9090909090909091,0.46050302347714916,0.99999999995,1.0,0.3115007255365517,0.7460029021462069,0.7378495933668029,
VZ-QA-077,naive,naive,Summarize Angel Gavrovski using both its corpus description and one detailed supporting fact.,1.0,0.6269004620671246,0.8055555555287036,1.0,0.60935637842664,0.8010455877302334,0.807142997292117,
VZ-QA-077,graph,mix,Summarize Angel Gavrovski using both its corpus description and one detailed supporting fact.,1.0,0.6269004620671246,0.8055555555287036,1.0,0.3670886344391955,0.8017160919811444,0.7668767906693613,
VZ-QA-077,mixed,hybrid,Summarize Angel Gavrovski using both its corpus description and one detailed supporting fact.,0.9333333333333333,0.6269409787332658,0.8055555555287036,1.0,0.5593936314338325,0.797631360916382,0.7871424766575862,
VZ-QA-078,naive,naive,Summarize Xsoundbeatz using both its corpus description and one detailed supporting fact.,1.0,0.5450559012345367,0.9999999999666667,0.5,0.24305597245062718,0.619333112929104,0.6512408310968224,
VZ-QA-078,graph,mix,Summarize Xsoundbeatz using both its corpus description and one detailed supporting fact.,1.0,0.5422117563303245,0.3333333333,0.5,0.2416923948435211,0.6138329143169587,0.5385117331318007,
VZ-QA-078,mixed,hybrid,Summarize Xsoundbeatz using both its corpus description and one detailed supporting fact.,0.8181818181818182,0.5352374213370161,0.9999999999666667,0.5,0.2620026564768142,0.6197665996432884,0.6225314159342673,
VZ-QA-079,naive,naive,Summarize Gjorgji Filipovski using both its corpus description and one detailed supporting fact.,0.8461538461538461,0.600119999194797,0.99999999995,1.0,0.9652053205678712,0.8608212822714847,0.8787167413563332,
VZ-QA-079,graph,mix,Summarize Gjorgji Filipovski using both its corpus description and one detailed supporting fact.,0.8823529411764706,0.6001196353602832,0.9166666666361111,1.0,0.6409416109461656,0.8494873077666983,0.8149280269809548,
VZ-QA-079,mixed,hybrid,Summarize Gjorgji Filipovski using both its corpus description and one detailed supporting fact.,0.7142857142857143,0.6001196353602832,0.99999999995,1.0,0.611147844458721,0.866493439527123,0.7986744389303069,
VZ-QA-080,naive,naive,Summarize Cathedral of the Sacred Heart of Jesus using both its corpus description and one detailed supporting fact.,0.8181818181818182,0.4876684102801396,0.99999999995,1.0,0.5132122880091103,0.8528403091646171,0.7786504709309475,
VZ-QA-080,graph,mix,Summarize Cathedral of the Sacred Heart of Jesus using both its corpus description and one detailed supporting fact.,0.6363636363636364,0.5681749555139727,0.99999999995,1.0,0.5335916543350964,0.8486635416258013,0.7644656312980844,
VZ-QA-080,mixed,hybrid,Summarize Cathedral of the Sacred Heart of Jesus using both its corpus description and one detailed supporting fact.,1.0,0.48769006176869806,0.99999999995,1.0,0.8470762092672963,0.861989047595501,0.8661258864302493,
VZ-QA-081,naive,naive,Compare Ljubiša Georgievski and Jasin Ferati as entities of type човек. What is each one?,1.0,0.746796608352823,0.3333333333,0.5,0.38781380732036197,0.8453468753843066,0.6355484373929153,
VZ-QA-081,graph,mix,Compare Ljubiša Georgievski and Jasin Ferati as entities of type човек. What is each one?,0.8,0.7815215295565913,0.0,1.0,0.3776308957985125,0.8182392399675669,0.6295652775537784,
VZ-QA-081,mixed,hybrid,Compare Ljubiša Georgievski and Jasin Ferati as entities of type човек. What is each one?,0.6923076923076923,0.0,0.0,0.5,0.393825805824113,0.7752983708663195,0.3935719781663541,
VZ-QA-082,naive,naive,Compare Puleksenija Jovanoska and Žarko Bašeski as entities of type човек. What is each one?,0.9230769230769231,0.7959758885249109,0.49999999995,1.0,0.48971295711855817,0.8337679039283228,0.7570889454331192,
VZ-QA-082,graph,mix,Compare Puleksenija Jovanoska and Žarko Bašeski as entities of type човек. What is each one?,1.0,0.7893550426127929,0.49999999995,1.0,0.4456372028633043,0.8351592458876917,0.7616919152189648,
VZ-QA-082,mixed,hybrid,Compare Puleksenija Jovanoska and Žarko Bašeski as entities of type човек. What is each one?,0.3684210526315789,0.7705052764051947,0.49999999995,0.5,0.3492518929111409,0.8255790002159922,0.5522928703523178,
VZ-QA-083,naive,naive,Compare Страјк and Angel Gavrovski as entities of type човек. What is each one?,1.0,0.6366966230471709,0.249999999975,1.0,0.5170747758183729,0.7825852380679383,0.6977261061514136,
VZ-QA-083,graph,mix,Compare Страјк and Angel Gavrovski as entities of type човек. What is each one?,0.3333333333333333,0.6331786563013697,0.0,0.5,0.356704627163433,0.721218606046458,0.4240725371407657,
VZ-QA-083,mixed,hybrid,Compare Страјк and Angel Gavrovski as entities of type човек. What is each one?,0.17647058823529413,0.6331786563013697,0.0,0.5,0.44054012645555835,0.7186915122616546,0.41148014720897946,
VZ-QA-084,naive,naive,Compare Xsoundbeatz and Gjorgji Filipovski as entities of type човек. What is each one?,1.0,0.7952306632018313,0.0,0.5,0.2875926922591784,0.8503475543197058,0.5721951516301192,
VZ-QA-084,graph,mix,Compare Xsoundbeatz and Gjorgji Filipovski as entities of type човек. What is each one?,0.9166666666666666,0.797703510615694,0.9999999999,0.5,0.27000356966793215,0.8577920564495063,0.7236943005499664,
VZ-QA-084,mixed,hybrid,Compare Xsoundbeatz and Gjorgji Filipovski as entities of type човек. What is each one?,0.9473684210526315,0.7476062260285211,0.9999999999,0.5,0.373382574032933,0.861951348763311,0.7383847616295661,
VZ-QA-085,naive,naive,Compare Anastasija Baltova and Boris Čipan as entities of type човек. What is each one?,1.0,0.778154478231948,0.5833333333041666,1.0,0.39176776769465266,0.8170648967533514,0.7617200793306864,
VZ-QA-085,graph,mix,Compare Anastasija Baltova and Boris Čipan as entities of type човек. What is each one?,1.0,0.8025045481129104,0.49999999995,1.0,0.35707792351541345,0.7967327466932328,0.7427192030452594,
VZ-QA-085,mixed,hybrid,Compare Anastasija Baltova and Boris Čipan as entities of type човек. What is each one?,1.0,0.7633616541819951,0.49999999995,1.0,0.35566719205015473,0.822989671135483,0.7403364195529388,
VZ-QA-086,naive,naive,Compare Јорго Шундовски and Marko Sekulichki as entities of type човек. What is each one?,1.0,0.7459427860246932,0.0,1.0,0.37494624067407833,0.8331470612778091,0.6590060146627635,
VZ-QA-086,graph,mix,Compare Јорго Шундовски and Marko Sekulichki as entities of type човек. What is each one?,0.8571428571428571,0.7663570521964232,0.0,1.0,0.5252911476412641,0.8379604925695183,0.6644585915916771,
VZ-QA-086,mixed,hybrid,Compare Јорго Шундовски and Marko Sekulichki as entities of type човек. What is each one?,1.0,0.7536008505569395,0.0,1.0,0.44794213399861493,0.8444168365913438,0.6743266368578164,
VZ-QA-087,naive,naive,Compare Никола Митрев-Езерски and Risto Ǵ. Jačev as entities of type човек. What is each one?,0.9285714285714286,0.6982292586325812,0.0,1.0,0.3988394021060949,0.7953208691891964,0.6368268264165502,
VZ-QA-087,graph,mix,Compare Никола Митрев-Езерски and Risto Ǵ. Jačev as entities of type човек. What is each one?,1.0,0.5712962319760336,0.3333333333,1.0,0.18656450091717924,0.746258003668717,0.6395753449769884,
VZ-QA-087,mixed,hybrid,Compare Никола Митрев-Езерски and Risto Ǵ. Jačev as entities of type човек. What is each one?,0.9545454545454546,0.6001389545751032,0.0,1.0,0.17910143565371628,0.7164057426148651,0.5750319312315232,
VZ-QA-088,naive,naive,Compare Tsvetanka Senokozlieva and Тони Шулевски as entities of type човек. What is each one?,1.0,0.6874464584332579,0.249999999975,1.0,0.5088585055458168,0.7728524762838445,0.7031929067063198,
VZ-QA-088,graph,mix,Compare Tsvetanka Senokozlieva and Тони Шулевски as entities of type човек. What is each one?,0.7647058823529411,0.7077486990685159,0.19999999998,1.0,0.5960311748415941,0.7042528781256445,0.662123105728116,
VZ-QA-088,mixed,hybrid,Compare Tsvetanka Senokozlieva and Тони Шулевски as entities of type човек. What is each one?,1.0,0.0,0.0,0.5,0.39647007523198086,0.7286849839371606,0.43752584319485693,
VZ-QA-089,naive,naive,Compare Jordan Plevnes and Liljana Dirjan as entities of type човек. What is each one?,0.9047619047619048,0.7363940724702455,0.0,1.0,0.32847294563793467,0.8338458860559721,0.6339124681543429,
VZ-QA-089,graph,mix,Compare Jordan Plevnes and Liljana Dirjan as entities of type човек. What is each one?,0.8823529411764706,0.7546405621612916,0.0,1.0,0.36092461052762986,0.8123521968278147,0.6350450517822012,
VZ-QA-089,mixed,hybrid,Compare Jordan Plevnes and Liljana Dirjan as entities of type човек. What is each one?,1.0,0.7580138214505596,0.0,0.5,0.9591150259596863,0.8364997394500868,0.6756047644767221,
VZ-QA-090,naive,naive,Compare Tomislav Osmanli and Dragan Janevski as entities of type човек. What is each one?,1.0,0.7774811130067736,0.3333333333,1.0,0.5259391427143301,0.799787486605597,0.73942351260445,
VZ-QA-090,graph,mix,Compare Tomislav Osmanli and Dragan Janevski as entities of type човек. What is each one?,0.7142857142857143,0.7036233298741589,0.0,1.0,0.3202233692664681,0.8523145325897744,0.5984078243360192,
VZ-QA-090,mixed,hybrid,Compare Tomislav Osmanli and Dragan Janevski as entities of type човек. What is each one?,0.7307692307692307,0.7877353400419365,0.0,1.0,0.3073268274202285,0.8658118605597772,0.6152738764651955,
VZ-QA-091,naive,naive,Compare Macedonia Yanchevska and Ljubomir Filipovski as entities of type човек. What is each one?,1.0,0.7816018861028068,0.0,1.0,0.3873964713328688,0.8437035323902988,0.6687836483043291,
VZ-QA-091,graph,mix,Compare Macedonia Yanchevska and Ljubomir Filipovski as entities of type човек. What is each one?,1.0,0.7852816743617271,0.0,1.0,0.37176268357824005,0.8555021137567445,0.6687577452827854,
VZ-QA-091,mixed,hybrid,Compare Macedonia Yanchevska and Ljubomir Filipovski as entities of type човек. What is each one?,0.7857142857142857,0.7736992782716672,0.0,0.5,0.2706380863782095,0.7666379153730131,0.5161149276228626,
VZ-QA-092,naive,naive,Compare Darko Marković and Žamila Kolonomos as entities of type човек. What is each one?,0.9375,0.7544419356968066,0.0,0.5,0.6490298706182519,0.7961287414615823,0.6061834246294401,
VZ-QA-092,graph,mix,Compare Darko Marković and Žamila Kolonomos as entities of type човек. What is each one?,1.0,0.7612307691833594,0.0,1.0,0.3599362667212283,0.796854655977494,0.6530036153136803,
VZ-QA-092,mixed,hybrid,Compare Darko Marković and Žamila Kolonomos as entities of type човек. What is each one?,0.6153846153846154,0.7571682633300757,0.3333333333,1.0,0.3917813824055699,0.7671084064348411,0.6441293334758503,
VZ-QA-093,naive,naive,Name three Vezilka corpus entities with instance type човек and state the core fact for each.,0.42857142857142855,0.7118018104138253,0.0,0.0,0.07939132094764445,0.3182582134466151,0.2563371288965856,
VZ-QA-093,graph,mix,Name three Vezilka corpus entities with instance type човек and state the core fact for each.,0.8888888888888888,0.8370696681644504,0.0,0.0,0.09780392421989871,0.39121569687959484,0.3691630296921388,
VZ-QA-093,mixed,hybrid,Name three Vezilka corpus entities with instance type човек and state the core fact for each.,1.0,0.7204924025744047,0.0,0.0,0.09857824287595039,0.3944998672106974,0.368928418776842,
VZ-QA-094,naive,naive,Name three Vezilka corpus entities with instance type open-access journal and state the core fact for each.,0.6363636363636364,0.7366891953496274,0.0,0.6666666666666666,0.6509641957073434,0.7289200855739043,0.5699339632768631,
VZ-QA-094,graph,mix,Name three Vezilka corpus entities with instance type open-access journal and state the core fact for each.,0.5,0.47329573567875444,0.0,1.0,0.40281851479973646,0.6881971361220229,0.5107185644334189,
